collective,num_nodes,num_gpus,size_bytes,algo,proto,nchannels,requested_algo,requested_proto,substituted,busbw_ip,time_ip_us,busbw_oop,time_oop_us,n_repeats,spread_pct,count,data_type,redop,algbw_ip,algbw_oop,errors_ip,errors_oop
all_reduce_perf,2,16,4096,TREE,LL,2,TREE,LL,0,0.2,38.8,0.19,40.22,3,70.0,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,8192,TREE,LL,4,TREE,LL,0,0.39,39.21,0.38,40.42,3,15.384615384615383,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,16384,TREE,LL,8,TREE,LL,0,0.78,39.37,0.73,42.26,3,0.0,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,32768,TREE,LL,16,,,0,1.51,40.78,1.42,43.21,3,1.3245033112582794,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,65536,TREE,LL,48,TREE,LL,0,2.83,43.41,2.66,46.15,3,0.3533568904593564,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,131072,TREE,LL,40,TREE,LL,0,4.96,49.53,4.82,50.97,3,1.0080645161290287,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,262144,TREE,LL128,48,TREE,LL128,0,9.18,53.56,8.77,56.06,3,11.873638344226578,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,524288,TREE,LL128,48,TREE,LL128,0,16.82,58.44,16.23,60.56,3,1.0107015457788449,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,1048576,TREE,LL128,48,TREE,LL128,0,30.31,64.86,29.21,67.31,3,2.1115143516991117,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,2097152,TREE,LL128,48,TREE,LL128,0,54.57,72.05,55.04,71.44,3,1.09950522264981,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,4194304,TREE,LL128,48,,,0,93.37,84.23,92.74,84.8,3,1.2852093820284918,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,8388608,TREE,LL128,48,TREE,LL128,0,144.72,108.68,141.84,110.89,3,1.243781094527371,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,16777216,TREE,LL128,48,TREE,LL128,0,195.27,161.09,194.03,162.13,3,1.111281814922935,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,33554432,RING,LL128,40,RING,LL128,0,250.89,250.77,249.26,252.4,3,0.6138148192435013,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,67108864,RING,LL128,48,,,0,292.21,430.61,291.42,431.78,3,0.4654187057253197,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,134217728,RING,SIMPLE,40,RING,SIMPLE,0,323.03,779.06,325.11,774.08,3,5.61248181283472,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,268435456,RING,SIMPLE,48,RING,SIMPLE,0,369.64,1361.64,356.74,1410.88,3,0.0973920571366618,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,536870912,RING,SIMPLE,48,RING,SIMPLE,0,374.24,2689.83,375.0,2684.34,3,1.5257588713125212,1024,float,sum,0.02,0.02,0,0
