collective,num_nodes,num_gpus,size_bytes,algo,proto,nchannels,requested_algo,requested_proto,substituted,busbw_ip,time_ip_us,busbw_oop,time_oop_us,n_repeats,spread_pct,count,data_type,redop,algbw_ip,algbw_oop,errors_ip,errors_oop
all_reduce_perf,2,16,4096,TREE,LL,2,TREE,LL,0,0.2,38.8,0.19,40.22,3,70.0,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,8192,TREE,LL,4,TREE,LL,0,0.39,39.21,0.38,40.42,3,15.384615384615383,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,16384,TREE,LL,8,TREE,LL,0,0.78,39.37,0.73,42.26,3,0.0,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,32768,TREE,LL,16,,,0,1.51,40.78,1.42,43.21,3,1.3245033112582794,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,65536,TREE,LL,32,TREE,LL,0,2.8,43.93,2.73,45.09,3,2.142857142857145,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,131072,TREE,LL128,16,TREE,LL128,0,4.79,51.34,4.6,53.45,3,0.6263048016701328,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,262144,TREE,LL128,16,TREE,LL128,0,8.88,55.35,8.78,56.0,3,0.4504504504504608,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,524288,TREE,LL128,24,TREE,LL128,0,16.24,60.53,15.74,62.44,3,0.6773399014778291,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,1048576,TREE,LL128,24,TREE,LL128,0,29.44,66.79,28.24,69.62,3,1.936141304347827,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,2097152,TREE,LL128,32,TREE,LL128,0,53.07,74.1,52.9,74.33,3,0.716035424910487,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,4194304,TREE,LL128,40,TREE,LL128,0,90.93,86.49,86.13,91.31,3,0.3409215880347545,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,8388608,TREE,LL128,40,TREE,LL128,0,140.24,112.16,135.82,115.8,3,0.2139189960068332,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,16777216,TREE,LL128,48,TREE,LL128,0,195.27,161.09,194.03,162.13,3,1.111281814922935,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,33554432,RING,LL128,40,RING,LL128,0,250.89,250.77,249.26,252.4,3,0.6138148192435013,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,67108864,RING,LL128,48,RING,LL128,0,291.16,432.16,292.08,430.81,3,0.5907404863305492,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,134217728,RING,SIMPLE,32,RING,SIMPLE,0,313.66,802.34,314.81,799.41,3,0.7141490786201649,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,268435456,RING,SIMPLE,32,RING,SIMPLE,0,360.14,1397.57,361.72,1391.45,3,1.9131448880990845,1024,float,sum,0.02,0.02,0,0
all_reduce_perf,2,16,536870912,RING,SIMPLE,32,RING,SIMPLE,0,372.18,2704.71,371.84,2707.18,3,0.3331721210167148,1024,float,sum,0.02,0.02,0,0
